Protein stable ID	Gene name
	Gm30455
	Gm13481
	Gm13481
	Gm13481
	Gm57445
	Gm57445
	Gm57445
	5031425F14Rik
	5031425F14Rik
	5031425F14Rik
	5031425F14Rik
ENSMUSP00000129363	Klf3
	Klf3
	Klf3
	Klf3
ENSMUSP00000142369	Klf3
	Klf3
ENSMUSP00000142668	Klf3
ENSMUSP00000142651	Klf3
	Slc5a2
ENSMUSP00000112597	Slc5a2
ENSMUSP00000145581	Slc5a2
ENSMUSP00000145739	Slc5a2
ENSMUSP00000115451	Slc5a2
ENSMUSP00000145789	Slc5a2
ENSMUSP00000145699	Slc5a2
	Slc5a2
	Slc5a2
ENSMUSP00000124318	Slc5a2
ENSMUSP00000145578	Slc5a2
ENSMUSP00000145615	Slc5a2
	Gm35287
	Gm35287
	Gm35287
	Gm35287
	Gm35287
	Gm35287
	Gm35287
ENSMUSP00000133844	Ubtf
ENSMUSP00000136310	Ubtf
ENSMUSP00000078539	Ubtf
ENSMUSP00000102732	Ubtf
ENSMUSP00000102734	Ubtf
ENSMUSP00000006754	Ubtf
ENSMUSP00000102736	Ubtf
ENSMUSP00000102740	Ubtf
ENSMUSP00000133611	Ubtf
	Ubtf
	Ubtf
ENSMUSP00000134665	Ubtf
ENSMUSP00000131930	Ubtf
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	2600014E21Rik
	C230096K16Rik
	Gm21011
ENSMUSP00000142500	Tlr1
ENSMUSP00000060793	Tlr1
	Tlr1
ENSMUSP00000062096	Tlr6
ENSMUSP00000159286	Tlr6
ENSMUSP00000143865	Tlr6
	Platr26
	Platr26
	Platr26
	Platr26
	Platr26
	Platr26
	Platr26
	Platr26
	Platr26
	Platr26
	Platr26
	Mir574
	Gm43627
	4930432L08Rik
	Rusf1
ENSMUSP00000033044	Rusf1
	Rusf1
	Rusf1
ENSMUSP00000114673	Rusf1
	Rusf1
	Rusf1
ENSMUSP00000117520	Rusf1
ENSMUSP00000031146	Nmu
	Gm14424
	Gm57446
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	BB218582
	Gm42666
	Gm42665
ENSMUSP00000147216	Exoc1l
ENSMUSP00000146625	Exoc1l
ENSMUSP00000084373	Exoc1
ENSMUSP00000109121	Exoc1
	Exoc1
	Exoc1
	Exoc1
ENSMUSP00000046719	Exoc1
	Exoc1
	Exoc1
	Exoc1
	Exoc1
ENSMUSP00000121784	Exoc1
	Exoc1
	0610009E02Rik
	0610009E02Rik
	0610009E02Rik
	0610009E02Rik
	0610009E02Rik
	0610009E02Rik
	Gm17619
	Gm17619
	Gm17619
	Gm17619
	Gm14207
	Gm14207
	Gm14207
	Gm14207
	Gm14207
	Gm14207
	Gm14207
	Gm14207
	Gm14207
	Gm14207
	Mir3103
ENSMUSP00000062843	Mcmbp
ENSMUSP00000113961	Mcmbp
	Mcmbp
	Mcmbp
	Mcmbp
	D330023K18Rik
	D330023K18Rik
	D330023K18Rik
	D330023K18Rik
	Bloc1s6os
	Bloc1s6os
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Morrbid
	Gm44673
	Gm44674
	Gm56024
	Gm44672
ENSMUSP00000035610	Sec23ip
	Sec23ip
ENSMUSP00000145816	Sec23ip
ENSMUSP00000145911	Sec23ip
	Gm56034
	Gm32884
	Cep135
ENSMUSP00000112602	Cep135
ENSMUSP00000038674	Cep135
	Gm56035
	Gm4768
ENSMUSP00000103940	Rps16
	Rps16
	Rps16
	AF357399
ENSMUSP00000092228	Plekhg2
	Plekhg2
ENSMUSP00000113449	Plekhg2
ENSMUSP00000112881	Plekhg2
	Plekhg2
ENSMUSP00000115651	Plekhg2
	Plekhg2
ENSMUSP00000118217	Plekhg2
ENSMUSP00000117062	Plekhg2
ENSMUSP00000122050	Plekhg2
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	Snhg17
	A730089K16Rik
ENSMUSP00000084125	Cracd
ENSMUSP00000119799	Cracd
	Cracd
	Cracd
ENSMUSP00000159046	Cracd
ENSMUSP00000113947	Cracd
ENSMUSP00000113485	Cracd
ENSMUSP00000113796	Cracd
ENSMUSP00000112941	Cracd
	Cracd
ENSMUSP00000116870	Cracd
	Cracd
	Gm7494
ENSMUSP00000121050	Aasdh
	Aasdh
ENSMUSP00000113792	Aasdh
ENSMUSP00000118854	Aasdh
ENSMUSP00000069279	Aasdh
ENSMUSP00000117489	Aasdh
	Aasdh
ENSMUSP00000117639	Aasdh
	Aasdh
	Aasdh
	Aasdh
	Aasdh
ENSMUSP00000120586	Aasdh
ENSMUSP00000121556	Aasdh
	Aasdh
ENSMUSP00000057815	Zfp36
ENSMUSP00000146830	Zfp36
	Gm44710
ENSMUSP00000003536	Med29
ENSMUSP00000003529	Paf1
	Paf1
	Paf1
	Paf1
	Paf1
	Paf1
	Paf1
	Paf1
	Paf1
	Paf1
	C030013E06Rik
ENSMUSP00000006749	Slc4a1
	Slc4a1
	Slc4a1
	Slc4a1
	Slc4a1
ENSMUSP00000116438	Ppat
ENSMUSP00000120632	Ppat
	Ppat
ENSMUSP00000147037	Samd4b
ENSMUSP00000146657	Samd4b
ENSMUSP00000146984	Samd4b
	Samd4b
ENSMUSP00000103927	Gmfg
ENSMUSP00000103924	Gmfg
ENSMUSP00000077889	Gmfg
ENSMUSP00000119321	Gmfg
	Gmfg
	
	
	2310040G07Rik
	Gm57448
	2310047K21Rik
ENSMUSP00000031160	Paics
ENSMUSP00000113483	Paics
ENSMUSP00000112879	Paics
ENSMUSP00000117027	Paics
ENSMUSP00000123558	Paics
	Paics
	Paics
	Gm14221
	Gm14221
	Gm14221
	Gm13528
	Gm57449
	Erich2os
	Uckl1os
	Uckl1os
	Uckl1os
	Uckl1os
	Uckl1os
	Uckl1os
	Uckl1os
	Gm57451
	Gm57452
	Gm57454
	Gm57455
	Gm57456
ENSMUSP00000140537	Lrfn1
ENSMUSP00000139609	Lrfn1
	Lrfn1
ENSMUSP00000057645	Lrfn1
ENSMUSP00000103923	Lrfn1
	Hnf4aos
	Hnf4aos
	Hnf4aos
	Gm14261
	Platr8
	Platr8
	Gm6518
	2810461L16Rik
ENSMUSP00000080384	Ifnl2
	Gm39792
	Gm39792
	Gm39792
	Gm39792
	A430018G15Rik
	A430018G15Rik
ENSMUSP00000098648	Srp72
ENSMUSP00000113312	Srp72
	Srp72
	Srp72
	Srp72
	Srp72
	Srp72
	Srp72
	Srp72
	Gm53047
ENSMUSP00000077473	Ifnl3
	Gm57457
	9430021M05Rik
	9430021M05Rik
	9430021M05Rik
	9430021M05Rik
	9430021M05Rik
	9430021M05Rik
	Gm19880
ENSMUSP00000112770	Sycn
ENSMUSP00000055562	Nccrp1
ENSMUSP00000159104	Nccrp1
	4921531C22Rik
	4921531C22Rik
	4921531C22Rik
	4921531C22Rik
	AV099323
	AV099323
ENSMUSP00000103918	Pak4
ENSMUSP00000032823	Pak4
	Pak4
	Pak4
	Gm57459
	Zfp335os
	Zfp335os
	Gm57460
	Gm14023
	Gm14023
	Gm14023
	Gm46732
	Platr14
	Platr14
	Platr14
	Platr14
	Platr14
	Platr14
	Platr14
	Platr14
	Platr14
	Platr14
	Platr14
	Platr14
	Bloodlinc
	Mir7049
ENSMUSP00000102719	Rundc3a
ENSMUSP00000102720	Rundc3a
ENSMUSP00000102722	Rundc3a
ENSMUSP00000006750	Rundc3a
	Rundc3a
	Rundc3a
	Rundc3a
	Rundc3a
	Rundc3a
	Rundc3a
ENSMUSP00000147133	Acp7
ENSMUSP00000159320	Acp7
ENSMUSP00000045437	Acp7
ENSMUSP00000146369	Acp7
ENSMUSP00000146753	Acp7
ENSMUSP00000146604	Acp7
	Gm13546
	Gm13546
	Gm13546
ENSMUSP00000071188	Arl9
ENSMUSP00000122846	Arl9
	Gm57462
	Gm39858
	Gm39858
	E030042O20Rik
	E030042O20Rik
	E030042O20Rik
	1700112J05Rik
	Gm33841
	Gm33841
ENSMUSP00000031161	Spmap2l
ENSMUSP00000112814	Spmap2l
ENSMUSP00000112660	Spmap2l
	Gm39993
	Gm39993
	Gm39993
	Gm39993
	Gm57463
	Gm27003
	Gm27003
	Gm13919
	Gm13919
	Gm57464
	Gm57466
	5430405H02Rik
	5430405H02Rik
	5430405H02Rik
	5430405H02Rik
	5430405H02Rik
	5430405H02Rik
	5430405H02Rik
ENSMUSP00000113295	Hopx
ENSMUSP00000109080	Hopx
ENSMUSP00000080630	Hopx
	Gm39770
	Platr27
	Platr27
	5730471H19Rik
	5730471H19Rik
	5730471H19Rik
	5730471H19Rik
	5730471H19Rik
	5730471H19Rik
	5730471H19Rik
	5730471H19Rik
	Gm44618
	Gm44617
	Gm44617
ENSMUSP00000038432	Fbxo27
ENSMUSP00000116838	Fbxo27
ENSMUSP00000103916	Fbxo27
ENSMUSP00000103915	Fbxo27
ENSMUSP00000146553	Fbxo27
	Hopxos
	Gm15831
	Gm13375
	Gm13375
	Gm13375
	Gm57300
	Chaer1
	Chaer1
	Chaer1
	Chaer1
	Chaer1
	Chaer1
	Dlx1as
	Dlx1as
	Dlx1as
	Dlx1as
	Dlx1as
ENSMUSP00000102715	Slc25a39
ENSMUSP00000018821	Slc25a39
ENSMUSP00000121790	Slc25a39
	Slc25a39
ENSMUSP00000114481	Slc25a39
	Slc25a39
ENSMUSP00000115445	Slc25a39
ENSMUSP00000114365	Slc25a39
	Slc25a39
ENSMUSP00000115365	Slc25a39
ENSMUSP00000115087	Slc25a39
ENSMUSP00000116336	Slc25a39
ENSMUSP00000120021	Slc25a39
	Slc25a39
	Slc25a39
ENSMUSP00000112806	Spink2
ENSMUSP00000067117	Spink2
ENSMUSP00000113823	Spink2
	Gm57468
	Gm57469
	4631405J19Rik
	4631405J19Rik
	4631405J19Rik
	4631405J19Rik
	4631405J19Rik
	4631405J19Rik
	4631405J19Rik
	4631405J19Rik
	Gm35611
	Gm56362
	Gm45091
ENSMUSP00000145942	Cebpa
ENSMUSP00000096129	Cebpa
ENSMUSP00000142354	Chfr
ENSMUSP00000143310	Chfr
ENSMUSP00000108138	Chfr
ENSMUSP00000143113	Chfr
ENSMUSP00000143480	Chfr
	Chfr
ENSMUSP00000014812	Chfr
ENSMUSP00000142482	Chfr
ENSMUSP00000143389	Chfr
ENSMUSP00000143737	Chfr
	Chfr
	Chfr
	Gm35665
ENSMUSP00000127577	Slc7a10
ENSMUSP00000001854	Slc7a10
ENSMUSP00000118331	Slc7a10
ENSMUSP00000129954	Slc7a10
ENSMUSP00000127311	Slc7a10
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	4930447M23Rik
	Gm57470
	Snhg7
	Snhg7
	Snhg7
	Snhg7
	Gm14167
	Gm14167
	Gm14167
	Gm14167
	Gm14167
	Gm14167
	Gm57471
	Platr3
	Platr3
	Platr3
	Platr3
	Platr3
	Platr3
	Platr3
	Lrp3
	Lrp3
ENSMUSP00000114026	Lrp3
ENSMUSP00000113406	Lrp3
	Gm11454
	Gm11454
	Gm11454
	Gm11454
	Gm11454
	Gm57472
	G630016G05Rik
	G630016G05Rik
	G630016G05Rik
	G630016G05Rik
	G630016G05Rik
	G630016G05Rik
	G630016G05Rik
	G630016G05Rik
	G630016G05Rik
	Gm24505
ENSMUSP00000158765	Wdr88
	Gm54112
	Gm54112
	Gm57473
	Gm13431
	Gm13431
	Gm13431
	Gm13431
	Gm13431
	Gm13431
	Gm13431
	Gm13431
	Gm13431
	Gm13431
ENSMUSP00000078632	Gpatch1
ENSMUSP00000117475	Gpatch1
ENSMUSP00000121711	Gpatch1
	Gpatch1
	Gpatch1
	Stk35os1
	2900093K20Rik
	Gm57474
	Mir670hg
	Mir670hg
	Mir670hg
	Mir670hg
	Mir670hg
	Mir670hg
	Mir670hg
	Mir670hg
	Mir670hg
	Mir670hg
	Mir670hg
	Mir670hg
	Gm57476
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Oip5os1
	Mir6930
	Gm57400
	Gm57356
ENSMUSP00000159379	Grn
ENSMUSP00000046340	Grn
ENSMUSP00000135739	Grn
	Grn
	Grn
	Grn
	Grn
	Grn
ENSMUSP00000134948	Grn
	Grn
ENSMUSP00000134893	Grn
	Gm44636
ENSMUSP00000032705	Rhpn2
	Rhpn2
	Rhpn2
	Gm14204
	Gm14204
	Gm14204
	Gm14204
	Gm14204
	Gm57477
	Gm57477
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Zfas1
	Gm43136
	Gm15787
	Gm15787
	Gm15787
	Gm15787
	Gm15787
	Gm15787
	Gm15787
	Gm15787
	Gm15787
ENSMUSP00000032704	Faap24
	Faap24
ENSMUSP00000115766	Faap24
ENSMUSP00000108131	Golga3
	Golga3
ENSMUSP00000115367	Golga3
ENSMUSP00000031477	Golga3
	Golga3
ENSMUSP00000121393	Cep89
ENSMUSP00000078383	Cep89
	Cep89
	Cep89
ENSMUSP00000145536	Cep89
	Cep89
	Cep89
ENSMUSP00000145618	Cep89
	Cep89
	Cep89
ENSMUSP00000121422	Cep89
ENSMUSP00000038486	Fam171a2
	Fam171a2
	Fam171a2
ENSMUSP00000149609	Or8u3-ps
ENSMUSP00000076330	Or5g27
	Or5g28-ps1
ENSMUSP00000150713	Or5g29
ENSMUSP00000059970	Or5g29
ENSMUSP00000099375	Itga2b
	Itga2b
	Itga2b
	Itga2b
	Itga2b
	Itga2b
	Itga2b
	Itga2b
	Itga2b
	Itga2b
	Or5g30-ps1
ENSMUSP00000150731	Or5g23
ENSMUSP00000149982	Or5g23
ENSMUSP00000097505	Or5g23
ENSMUSP00000150880	Or5g24-ps1
ENSMUSP00000150405	Or5g25
ENSMUSP00000097504	Or5g25
	Or9b1-ps1
	Or9g21-ps
ENSMUSP00000097502	Or5g26
	Or9b2-ps1
ENSMUSP00000149868	Or9g4
ENSMUSP00000097501	Or9g4
	Olfr1007-ps1
ENSMUSP00000061191	Or8k16
ENSMUSP00000150450	Or5g9
	Or5g9
ENSMUSP00000061475	Or5g9
ENSMUSP00000151209	Or9g10
	Gm18254
ENSMUSP00000149946	Or9g3
ENSMUSP00000148952	Or9g3
ENSMUSP00000097500	Or9g3
ENSMUSP00000113181	Slc7a9
ENSMUSP00000112726	Slc7a9
	Slc7a9
	Slc7a9
ENSMUSP00000032703	Slc7a9
ENSMUSP00000117352	Slc7a9
ENSMUSP00000150747	Or9g20
ENSMUSP00000149631	Or9g20
ENSMUSP00000097499	Or9g20
	Gm43138
	5930411N13Rik
	Or9c1-ps1
ENSMUSP00000143044	Ankle2
ENSMUSP00000031474	Ankle2
	Ankle2
	Ankle2
	Ankle2
	Gm13720
ENSMUSP00000151090	Or2ah1
ENSMUSP00000050833	Or2ah1
ENSMUSP00000150622	Or5ar1
ENSMUSP00000099694	Or5ar1
ENSMUSP00000150285	Or5ap2
ENSMUSP00000058242	Or5ap2
ENSMUSP00000148930	Or5ap2b-ps1
ENSMUSP00000059312	Or5m10b
	Gm24037
ENSMUSP00000149138	Or5m10
ENSMUSP00000059849	Or5m10
	Gm40020
ENSMUSP00000097496	Or5m12
ENSMUSP00000151927	Or5m13b
ENSMUSP00000150995	Or5m13b
ENSMUSP00000049887	Or5m13b
	Gm56028
ENSMUSP00000120649	Gpatch8
	Gpatch8
	Gpatch8
	Gpatch8
	Gpatch8
	Gpatch8
	Or5m11d-ps1
ENSMUSP00000079522	Or5m11
ENSMUSP00000150499	Or8k31-ps1
ENSMUSP00000148857	Or9m1b
ENSMUSP00000097427	Or9m1b
ENSMUSP00000150251	Or5d35
ENSMUSP00000150220	Or5d35
ENSMUSP00000060977	Or5d35
ENSMUSP00000108124	Pgam5
ENSMUSP00000057760	Pgam5
	Pgam5
ENSMUSP00000143477	Pgam5
ENSMUSP00000149472	Or5d18
ENSMUSP00000097426	Or5d18
ENSMUSP00000139068	Or5d14
ENSMUSP00000097425	Or5d14
	Gm11628
ENSMUSP00000149399	Or5d36
ENSMUSP00000097423	Or5d36
	Mdk-ps1
	Gm25337
	Gm11627
	Gm11627
	Gm11627
ENSMUSP00000097422	Or5d37
ENSMUSP00000141796	Tdrd12
ENSMUSP00000140328	Tdrd12
ENSMUSP00000145609	Tdrd12
ENSMUSP00000032701	Tdrd12
ENSMUSP00000145652	Tdrd12
ENSMUSP00000118671	Tdrd12
ENSMUSP00000149054	Or5d20-ps1
ENSMUSP00000091463	Fzd2
ENSMUSP00000149099	Or5d38
ENSMUSP00000097421	Or5d38
ENSMUSP00000149599	Or5d39
ENSMUSP00000097420	Or5d39
	Gm11636
	2810433D01Rik
	2810433D01Rik
ENSMUSP00000149517	Or5d40
ENSMUSP00000078549	Or5d40
	Psmb5-ps
	Olfr1169-ps1
	Gm56048
ENSMUSP00000116246	Meioc
ENSMUSP00000097947	Meioc
	Meioc
ENSMUSP00000107134	Or4c126
ENSMUSP00000150341	Or4c126
ENSMUSP00000150711	Or4c126
ENSMUSP00000076959	Or4c126
	Gm15788
	Gm15788
ENSMUSP00000031472	Pxmp2
ENSMUSP00000117729	Pxmp2
	Pxmp2
	Pxmp2
ENSMUSP00000107133	Or4c127
ENSMUSP00000121666	Or4c127
ENSMUSP00000150533	Or4c127
ENSMUSP00000052387	Or4c127
	Gm11637
	Gm16342
ENSMUSP00000149887	Or4c52
ENSMUSP00000150959	Or4c52
	Or4c52
ENSMUSP00000107132	Or4c52
ENSMUSP00000007296	Pole
ENSMUSP00000108101	Pole
	Pole
	Pole
	Pole
ENSMUSP00000108100	Pole
	Pole
ENSMUSP00000069466	Adam11
ENSMUSP00000099370	Adam11
	Adam11
	Adam11
	Adam11
	Adam11
	Adam11
	Adam11
	Adam11
ENSMUSP00000149126	Or4c3
ENSMUSP00000097347	Or4c3
ENSMUSP00000149684	Or4x11
ENSMUSP00000079190	Or4x11
ENSMUSP00000107131	Or4c3d
ENSMUSP00000150438	Or4c3d
ENSMUSP00000097346	Or4c3d
	Olfr1266-ps1
ENSMUSP00000150445	Or4x12-ps1
ENSMUSP00000150064	Or4x5-ps1
ENSMUSP00000150470	Or4x6
ENSMUSP00000150655	Or4x6
ENSMUSP00000097345	Or4x6
ENSMUSP00000150239	Or4b1d
ENSMUSP00000150246	Or4b1d
ENSMUSP00000097344	Or4b1d
ENSMUSP00000149175	Or4b1d
ENSMUSP00000149443	Or4b1d
ENSMUSP00000150370	Or4b1d
	Gm18558
	2310016G11Rik
	2310016G11Rik
ENSMUSP00000151124	Or4b1
ENSMUSP00000149941	Or4b1
ENSMUSP00000150561	Or4b1
ENSMUSP00000150124	Or4b1
ENSMUSP00000149396	Or4b1
ENSMUSP00000097343	Or4b1
ENSMUSP00000082543	Izumo2
ENSMUSP00000146467	Izumo2
ENSMUSP00000146985	Izumo2
	Gm4222
	Gm13768
ENSMUSP00000149370	Or4x15
	Or4x15
	Gm18953
ENSMUSP00000150216	Or4b13
ENSMUSP00000097341	Or4b13
ENSMUSP00000130689	Zfp473
ENSMUSP00000051069	Zfp473
ENSMUSP00000113789	Zfp473
ENSMUSP00000113774	Zfp473
ENSMUSP00000113316	Zfp473
ENSMUSP00000127738	Zfp473
ENSMUSP00000127101	Zfp473
ENSMUSP00000149028	Or4b12
	Or4b12
ENSMUSP00000097340	Or4b12
ENSMUSP00000150745	Or4b1b
ENSMUSP00000097339	Or4b1b
ENSMUSP00000150797	Or4b1c
	Or4k46-ps1
ENSMUSP00000150543	Or4k47
ENSMUSP00000097207	Or4k47
ENSMUSP00000102690	Gjc1
ENSMUSP00000066901	Gjc1
ENSMUSP00000090228	Gjc1
	Gjc1
	Gjc1
ENSMUSP00000146343	Or4k48
ENSMUSP00000147197	Or4k48
ENSMUSP00000146528	Or4k49
ENSMUSP00000149299	Or4k49
	Gm44840
ENSMUSP00000146447	Or4k50-ps1
	Gm13922
	Gm49461
	Gm22683
	Gm11729
	
	
ENSMUSP00000002275	Vrk3
	Vrk3
ENSMUSP00000132748	Vrk3
ENSMUSP00000130331	Vrk3
ENSMUSP00000131704	Vrk3
ENSMUSP00000119073	Vrk3
ENSMUSP00000122114	Vrk3
	Vrk3
	Vrk3
	Vrk3
	Gm11732
	Gm11732
	Gm11732
	Or8u37-ps1
	
	Gm34418
	Gm26277
	Or5d42-ps1
	Gm15791
	Gm11733
	
	Gm11734
	Gm11734
	Gm11734
	Gm11734
	Gm15792
	Or1j22-ps1
	
ENSMUSP00000108097	P2rx2
ENSMUSP00000143554	P2rx2
ENSMUSP00000143047	P2rx2
ENSMUSP00000054233	P2rx2
	P2rx2
ENSMUSP00000142567	P2rx2
	Or7c74
	Or7c74
	Or7c74
ENSMUSP00000091474	Gpr179
	Gpr179
ENSMUSP00000150850	Or4c101
ENSMUSP00000088202	Or4c101
	Gm13758
ENSMUSP00000149696	Or4c102
ENSMUSP00000088201	Or4c102
ENSMUSP00000158611	Socs7
ENSMUSP00000040896	Socs7
	Socs7
	Gm47581
ENSMUSP00000149101	Or4p4b-ps1
ENSMUSP00000150078	Or4s2
ENSMUSP00000150282	Or4s2
	Or4p4
	Or4p4
ENSMUSP00000149414	Or4p4
ENSMUSP00000148918	Or4s2b
	Or4s2b
ENSMUSP00000150185	Or4s2b
ENSMUSP00000080399	Or4s2b
	Gm57393
ENSMUSP00000149442	Or4c103
ENSMUSP00000097406	Or4c103
ENSMUSP00000112999	Arhgap23
	Arhgap23
ENSMUSP00000103227	Arhgap23
ENSMUSP00000123191	Arhgap23
ENSMUSP00000091472	Arhgap23
ENSMUSP00000149100	Or4a66
ENSMUSP00000149902	Or4a66
ENSMUSP00000100488	Or4a66
ENSMUSP00000047962	Alx4
ENSMUSP00000106885	Alx4
ENSMUSP00000047771	Atf5
ENSMUSP00000103525	Atf5
ENSMUSP00000146755	Atf5
ENSMUSP00000138956	Ext2
ENSMUSP00000028623	Ext2
	Ext2
ENSMUSP00000120291	Ext2
ENSMUSP00000123492	Ext2
ENSMUSP00000119281	Ext2
	Ext2
	Ext2
ENSMUSP00000122144	Ext2
	Ext2
ENSMUSP00000106879	Ext2
	Ext2
ENSMUSP00000146695	Nup62
ENSMUSP00000056785	Nup62
ENSMUSP00000147109	Nup62
ENSMUSP00000147181	Nup62
ENSMUSP00000147215	Nup62
	4933428G20Rik
ENSMUSP00000158656	Srcin1
ENSMUSP00000103222	Srcin1
ENSMUSP00000158711	Srcin1
ENSMUSP00000103219	Srcin1
ENSMUSP00000103216	Srcin1
ENSMUSP00000158716	Srcin1
ENSMUSP00000158676	Srcin1
ENSMUSP00000116444	Srcin1
ENSMUSP00000146591	Srcin1
	Srcin1
	Srcin1
	Il4i1
ENSMUSP00000113726	Il4i1
ENSMUSP00000033015	Il4i1
	Il4i1
	Il4i1
ENSMUSP00000133613	Il4i1
ENSMUSP00000139397	Lrcol1
ENSMUSP00000140222	Lrcol1
	Lrcol1
ENSMUSP00000098484	Lrcol1
ENSMUSP00000140133	Lrcol1
ENSMUSP00000038633	Galnt9
ENSMUSP00000143647	Galnt9
ENSMUSP00000133111	Galnt9
	Gm13818
ENSMUSP00000106877	Accs
ENSMUSP00000065389	Accs
ENSMUSP00000036268	Accs
	Accs
	Accs
ENSMUSP00000119096	Accs
	Accs
	Accs
ENSMUSP00000114687	Accs
	Accs
	Accs
	Accs
ENSMUSP00000038263	Noc4l
	Noc4l
	Noc4l
	Noc4l
	Noc4l
	Noc4l
ENSMUSP00000048260	Tbc1d17
	Tbc1d17
ENSMUSP00000121546	Tbc1d17
	Tbc1d17
ENSMUSP00000147046	Tbc1d17
	Tbc1d17
	Tbc1d17
ENSMUSP00000146488	Tbc1d17
ENSMUSP00000146691	Tbc1d17
ENSMUSP00000146935	Tbc1d17
	Tbc1d17
	Tbc1d17
ENSMUSP00000031478	Ddx51
	Ddx51
	Ddx51
	Ddx51
ENSMUSP00000121481	Ddx51
ENSMUSP00000103517	Akt1s1
ENSMUSP00000049764	Akt1s1
ENSMUSP00000146332	Akt1s1
	Akt1s1
ENSMUSP00000122607	Akt1s1
ENSMUSP00000103514	Akt1s1
ENSMUSP00000120690	Akt1s1
ENSMUSP00000103512	Akt1s1
ENSMUSP00000147235	Akt1s1
ENSMUSP00000116541	Akt1s1
ENSMUSP00000146484	Akt1s1
ENSMUSP00000116149	Akt1s1
	Gm11611
	2410003L11Rik
	2410003L11Rik
	2410003L11Rik
	2410003L11Rik
	2410003L11Rik
	2410003L11Rik
	Gm42595
ENSMUSP00000051211	Epop
ENSMUSP00000049038	Ep400
ENSMUSP00000108055	Ep400
	Ep400
	Ep400
	Ep400
	Ep400
ENSMUSP00000116137	Ep400
ENSMUSP00000138369	Ep400
ENSMUSP00000108052	Ep400
	Ep400
	Gm11613
	Gm11613
	Gm54799
ENSMUSP00000045445	Mllt6
	Mllt6
ENSMUSP00000103212	Mllt6
	Mllt6
	Mllt6
	Mllt6
ENSMUSP00000097281	Accsl
